MoveID,Name,Type,Frequency,AC,DamageBase,Class,Range,Details,Contest,PageNum,TM
578,Steel Wing,17,At-Will,3,7,Physical,"Melee, 1 Target, Pass, Spirit Surge",Raise the user's Defense 1 Combat Stage on 15+.,Cool - Steady Performance,400,TM 51
579,Aqua Jet,18,At-Will,2,4,Physical,"Melee, 1 Target, Priority","Priority - If the user has not yet taken their turn that round, Aqua Jet may be declared during a foe's turn to immediately take your turn and use Aqua Jet.",Beauty - Saving Grace,401,
580,Aqua Ring,18,Scene,0,0,Status,"Self, Coat",Aqua Ring covers the user in a Coat that heals the user at the beginning of their turn. The user is healed 1/10th of their maximum Hit Points each turn.,Beauty - Safe Option,401,
581,Aqua Tail,18,EOT,4,9,Physical,"Melee, Pass",None,Cute - Steady Performance,401,
582,Brine,18,Scene x2,2,7,Special,"6, 1 Target","If the target's Hit Points are under 50%, Brine's Damage Base is doubled to Damage Base 14 (4d10+15 / 40).",Smart - Incentives,401,
583,Bubble,18,At-Will,2,4,Special,Burst 1,Bubble lowers the target's Speed on 16+.,Cute - Desperation,401,
584,Bubble Beam,18,At-Will,2,8,Special,"4, 1 Target",Bubble Beam lowers the target's Speed on 18+.,Beauty - Desperation,401,
585,Clamp,18,Static,0,0,Static,See Effect,"The user gains a +2 Bonus to Accuracy Checks to Struggle Attacks made to initiate Grapple Maneuvers, and +2 to Skill Checks made to initiate Grapple Maneuvers. Whenever the user ends their turn and is grappling a target, that target loses 1/10th of their Max Hit Points. All effects stack with Bind and Wrap.",Tough - Steady Performance,401,
586,Crabhammer,18,EOT,4,10,Physical,"Melee, 1 Target",Crabhammer is a Critical Hit on 18+.,Tough - Exhausting Act,401,
587,Dive,18,Scene x2,2,8,Physical,"Burst 1, Set-Up, Full Action","Set-Up Effect: The user moves underwater and their turn ends. The user must be in water at least 10 meters deep to use Dive. While underwater, the user may not be targeted by Moves. Resolution Effect: The user may shift horizontally using their underwater speed, and then may shift straight up until reaching a target. The user then attacks with Dive, creating a Burst 1.",Beauty - Special Attention,402,HM 06
588,Hydro Cannon,18,Daily x2,4,15,Special,"Line 9, Smite, Exhaust",None,Beauty - Seen Nothing Yet,402,
589,Hydro Pump,18,Scene x2,4,11,Special,"6, 1 Target, Push",The target is pushed away from the user 3 meters.,Beauty - Exhausting Act,402,
590,Muddy Water,18,Scene x2,5,9,Special,"See Effect, Full Action","The user shifts up to 5 meters in a straight line, attacking all targets along the path. The user may stop at any point; when they do, they create a Burst 1. You may not a specific target more than once per use of Muddy Water. On 16+, the Accuracy of all targets is lowered by 1.",Tough - Desperation,402,
591,Octazooka,18,At-Will,3,7,Special,"6, 1 Target","On an Even-Numbered Roll, the target's Accuracy is Lowered by 1.",Tough - Incentives,402,
592,Rain Dance,18,Daily x2,0,0,Status,"Field, Weather","The weather becomes Rainy. While Rainy, Water-Type attacks have their Damage Base increased by half (rounded down), and Fire Type Attacks have their Damage Base reduced by half (rounded down).",Tough - Sabotage,402,TM 18
593,Razor Shell,18,EOT,3,7,Physical,"Melee, 1 Target, Dash",Razor Shell lowers the Target's Defense 1 Combat Stage on an Even-Numbered Roll.,Cool - Steady Performance,403,
594,Scald,18,Scene x2,2,8,Special,"5, 1 Target",Scald Burns the target on 15+.,Smart - Steady Performance,403,TM 55
595,Soak,18,Daily,2,0,Status,"5, 1 Target",The target gains the Water Type in addition to its other Types for 5 turns.,Beauty - Safe Option,403,
596,Surf,18,Scene x2,2,9,Special,"See Effect, Full Action","The user shifts up to 5 meters in a straight line, attacking all targets along the path with Surf. The user may stop at any point; when they do, they create a Burst 1. You may not a specific target more than once per use of Surf.",Beauty - Exhausting Act,403,HM 03
597,Water Gun,18,At-Will,2,4,Special,"4, 1 Target",None Grants Fountain,Cute - Steady Performance,403,
598,Water Pledge,18,Scene x2,2,8,Special,"6, 1 Target, Pledge","If an ally uses Fire Pledge or Grass Pledge, you may use Water Pledge as an Interrupt to target the same foe. If used in conjunction with Fire Pledge, a Rainbow is created that lasts for 5 rounds. If used in conjunction with Grass Pledge, the target and all foes adjacent to the target are slowed and have their Speed reduced by 2 Combat Stages. Consult the Pledge keyword for additional details.",Beauty - Safe Option,403,
599,Water Pulse,18,At-Will,2,6,Special,"8, 1 Target, Aura",Water Pulse Confuses the target on 17+.,Beauty - Exhausting Act,403,
600,Water Shuriken,18,EOT,4,2,Physical,"6, 1 Target, Five Strike, Priority",None,Cool - Reliable,403,
601,Water Sport,18,EOT,0,0,Status,"Burst 2, Coat","All targets in the burst, including the user, gain a Coat which grants them 1 Step of Resistance to Fire Type Moves. After a target has been hit by a damaging Fire Type Move, the coat is removed. Grants Fountain",Cute - Sabotage,404,
602,Water Spout,18,Daily,4,15,Special,Burst 1*,"For each 10% of HP the user is missing, Water Spout's Damage Base is reduced by 1. Water Spout creates a 1 meter burst, but also affects an area 10 meters tall straight up.",Beauty - Seen Nothing Yet,404,
603,Waterfall,18,EOT,2,8,Physical,"Melee, 1 Target",Waterfall Flinches the target on 17+.,Tough - Steady Performance,404,HM 05
604,Whirlpool,18,Scene x2,4,4,Special,"3, 1 Target",The target is put in a Vortex.,Beauty - Safe Option,404,
605,Withdraw,18,At-Will,0,0,Status,Self,"The user becomes Withdrawn. While Withdrawn, the user becomes immune to Critical Hits and gain 15 Damage Reduction. However, while Withdrawn, the user cannot Shift, and may only use self-targeting Moves. The user may stop being Withdrawn as a Shift Action.",Cute - Hold That Thought,404,
606,Sweet Kiss,5,Scene x2,6,0,Status,"6, 1 Target",The target is Confused.,Cute - Excitement,0,
