"Number","Name","Type1","Type2","Male","Female","WeightClass","Size","BaseHP","BaseAtk","BaseDef","BaseSpAtk","BaseSpDef","BaseSpeed","NumberEvols","Capabilities","Skills","MinimumLevel"
384,"Rayquaza",3,8,0,0,6,"Gigantic",11,15,9,15,9,10,0,"Overland 6, Swim 8, Sky 10, Burrow 6, Jump 6/6, Power 11, Intelligence 7, Aura Reader, Glow, Guster, Telepath, Mountable 3","Athl 4d6, Acro 6d6+2, Combat 5d6, Stealth 2d6, Percep 4d6, Focus 4d6",1
385,"Jirachi",17,15,0,0,1,"Small",10,10,10,10,10,10,0,"Overland 6, Surface 4, Sky 7, Jump 2/2, Power 2, Intelligence 6, Aura Reader, Glow, Telekinetic, Telepath","Athl 2d6, Acro 4d6+2, Combat 4d6, Stealth 4d6, Percep 5d6, Focus 4d6",1
386,"Deoxys",15,0,0,0,4,"Medium",5,15,5,15,5,15,0,"Overland 8, Swim 5, Sky 7, Jump 2/2, Power 8, Intelligence 7, Multiform, Telekinetic, Telepath","Athl 4d6, Acro 4d6, Combat 4d6, Stealth 3d6, Percep 5d6+2, Focus 5d6",1
387,"Turtwig",10,0,87.5,12.5,1,"Small",6,7,6,5,6,3,2,"Overland 4, Swim 2, Burrow 2, Jump 1/1, Power 3, Intelligence 3, Naturewalk (Grassland, Forest), Underdog","Athl 2d6, Acro 2d6, Combat 2d6, Stealth 3d6, Percep 1d6, Focus 3d6+2",1
388,"Grotle",10,0,87.5,12.5,4,"Medium",8,9,9,6,7,4,1,"Overland 5, Swim 2, Jump 1/1, Power 4, Intelligence 3,Naturewalk (Grassland, Forest), Underdog","Athl 3d6, Acro 2d6, Combat 3d6, Stealth 2d6, Percep 2d6, Focus 4d6+2",15
389,"Torterra",10,11,87.5,12.5,6,"Large",10,11,11,8,9,4,0,"Overland 6, Swim 3, Jump 1/1, Power 7, Intelligence 4, Groundshaper, Naturewalk (Grassland, Forest), Planter, Mountable 2","Athl 4d6, Acro 1d6, Combat 4d6+2, Stealth 1d6, Percep 3d6, Focus 6d6+2",30
390,"Chimchar",7,0,87.5,12.5,1,"Small",4,6,4,6,4,6,2,"Overland 5, Swim 3, Jump 1/2, Power 2, Intelligence 4, Firestarter, Glow, Underdog","Athl 3d6+2, Acro 3d6+2, Combat 2d6, Stealth 3d6+2, Percep 3d6, Focus 1d6",1
391,"Monferno",7,6,87.5,12.5,2,"Small",6,8,5,8,5,8,1,"Overland 6, Swim 3, Jump 2/3, Power 5, Intelligence 4, Firestarter, Heater, Glow, Underdog","Athl 4d6+2, Acro 4d6+2, Combat 3d6, Stealth 3d6+2, Percep 3d6+3, Focus 2d6",15
392,"Infernape",7,6,87.5,12.5,4,"Medium",8,10,7,10,7,10,0,"Overland 8, Swim 4, Jump 3/4, Power 8, Intelligence 5, Firestarter, Heater, Glow","Athl 5d6+2, Acro 6d6+2, Combat 5d6, Stealth 4d6+2, Percep 3d6+3, Focus 3d6",30
393,"Piplup",18,0,87.5,12.5,1,"Small",5,5,5,6,6,4,2,"Overland 4, Swim 6, Jump 1/1, Power 2, Intelligence 2, Fountain, Underdog","Athl 2d6, Acro 3d6+2, Combat 2d6, Stealth 3d6+2, Percep 2d6, Focus 2d6",1
394,"Prinplup",18,0,87.5,12.5,2,"Small",6,7,7,8,8,5,1,"Overland 5, Swim 6, Jump 1/1, Power 3, Intelligence 3, Fountain, Underdog","Athl 3d6, Acro 3d6+2, Combat 3d6, Stealth 3d6, Percep 3d6, Focus 3d6",15
395,"Empoleon",18,17,87.5,12.5,4,"Medium",8,9,9,11,10,6,0,"Overland 7, Swim 10, Jump 2/1, Power 7, Intelligence 4, Fountain","Athl 4d6+2, Acro 4d6+2, Combat 4d6, Stealth 2d6, Percep 4d6, Focus 5d6",30
396,"Starly",13,8,50,50,1,"Small",4,6,3,3,3,6,2,"Overland 2, Swim 1, Sky 5, Jump 1/1, Power 1, Intelligence 2, Underdog","Athl 2d6, Acro 2d6+1, Combat 2d6, Stealth 3d6, Percep 3d6, Focus 2d6",1
397,"Staravia",13,8,50,50,2,"Small",6,8,5,4,4,8,1,"Overland 3, Swim 2, Sky 7, Jump 2/2, Power 3, Intelligence 3, Underdog","Athl 3d6+1, Acro 3d6+1, Combat 3d6+1, Stealth 2d6+1, Percep 3d6+1, Focus 3d6",15
398,"Staraptor",13,8,50,50,2,"Medium",9,12,7,5,5,10,0,"Overland 4, Swim 3, Sky 10, Jump 3/3, Power 5, Intelligence 4, Guster, Mountable 1","Athl 4d6+2, Acro 4d6+1, Combat 4d6+2, Stealth 2d6, Percep 4d6+2, Focus 4d6",30
399,"Bidoof",13,0,50,50,2,"Small",6,5,4,4,4,3,1,"Overland 5, Swim 4, Jump 2/2, Power 1, Intelligence 3, Underdog","Athl 2d6, Acro 2d6, Combat 1d6, Stealth 3d6, Percep 2d6, Focus 4d6",1
400,"Bibarel",13,18,50,50,3,"Medium",8,9,6,6,6,7,0,"Overland 7, Swim 5, Jump 2/3, Power 3, Intelligence 4, Fountain","Athl 4d6, Acro 2d6, Combat 2d6, Stealth 3d6, Percep 2d6, Focus 4d6",15
401,"Kricketot",1,0,50,50,1,"Small",4,3,4,3,4,3,1,"Overland 4, Swim 2, Jump 2/3, Power 1, Intelligence 3, Naturewalk (Grassland, Forest), Underdog","Athl 2d6, Acro 3d6+1, Combat 1d6, Stealth 2d6, Percep 2d6, Focus 2d6+2",1
402,"Kricketune",1,0,50,50,3,"Medium",8,9,5,6,5,7,0,"Overland 8, Swim 4, Sky 5, Jump 3, Power 2, Intelligence 4, Naturewalk (Grassland, Forest)","Athl 3d6, Acro 4d6,+1 Combat 3d6+1, Stealth 3d6, Percep 3d6+1, Focus 4d6+2",10
403,"Shinx",4,0,50,50,1,"Small",5,7,3,4,3,3,2,"Overland 5, Swim 3, Jump 1/1, Power 2, Intelligence 3, Tracker, Zapper, Underdog","Athl 3d6+1, Acro 2d6+1, Combat 2d6, Stealth 3d6+1, Percep 2d6+1, Focus 2d6",1
404,"Luxio",4,0,50,50,3,"Medium",6,9,5,6,5,6,1,"Overland 7, Swim 4, Jump 1/2, Power 4, Intelligence 4, Tracker, Zapper, Underdog","Athl 4d6+1, Acro 2d6+2, Combat 3d6+1, Stealth 4d6+2, Percep 4d6+1, Focus 3d6",15
405,"Luxray",4,0,50,50,3,"Medium",8,12,8,10,8,7,0,"Overland 8, Swim 5, Jump 1/2, Power 5, Intelligence 4, Pack Mon, Tracker, Zapper, X-Ray Vision, Mountable 1","Athl 5d6+2, Acro 2d6+2, Combat 4d6+2, Stealth 5d6+2, Percep 6d6+3, Focus 3d6+2",30
406,"Budew",10,14,50,50,1,"Small",4,3,4,5,7,6,2,"Overland 4, Swim 2, Jump 1/1, Power 1, Intelligence 2, Naturewalk (Grassland, Forest), Underdog","Athl 1d6+1, Acro 2d6, Combat 1d6, Stealth 3d6+1, Percep 2d6, Focus 2d6+1",1
407,"Roserade",10,14,50,50,2,"Small",6,7,6,13,11,9,0,"Overland 7, Swim 4, Jump 2/3, Power 4, Intelligence 4, Naturewalk (Grassland, Forest)","Athl 3d6+2, Acro 4d6+1, Combat 3d6+2, Stealth 2d6, Percep 3d6, Focus 4d6+3",20
408,"Cranidos",16,0,87.5,12.5,3,"Medium",7,13,4,3,3,6,1,"Overland 5, Jump 0/1, Power 5, Intelligence 2, Underdog","Athl 3d6+2, Acro 2d6, Combat 2d6+1, Stealth 2d6+1 , Percep 2d6+1, Focus 1d6",1
409,"Rampardos",16,0,87.5,12.5,5,"Medium",10,17,6,7,5,6,0,"Overland 7, Jump 1/2, Power 10, Intelligence 4, Mountable 1","Athl 4d6+2, Acro 2d6, Combat 4d6, Stealth 2d6+1 , Percep 3d6+1, Focus 2d6+2",30
410,"Shieldon",16,17,87.5,12.5,4,"Small",3,4,12,4,9,3,1,"Overland 3, Swim 2, Jump 0/0, Power 5, Intelligence 3, Underdog","Athl 3d6+3, Acro 1d6, Combat 2d6, Stealth 2d6, Percep 3d6, Focus 3d6+1",1
411,"Bastiodon",16,17,87.5,12.5,5,"Medium",6,5,17,5,14,3,0,"Overland 4, Swim 3, Jump 0/1, Power 8, Intelligence 4, Mountable 1","Athl 4d6+3, Acro 1d6, Combat 4d6, Stealth 2d6, Percep 4d6, Focus 4d6+1",30
412,"Burmy",1,0,50,50,1,"Small",4,3,5,3,5,4,1,"Overland 3, Swim 1, Jump 1/1, Power 1, Intelligence 3, Naturewalk (Grassland, Forest), Threaded, Underdog","Athl 1d6+2, Acro 2d6-1, Combat 1d6, Stealth 3d6, Percep 3d6, Focus 2d6",1
413,"Wormadam",1,10,0,100,1,"Small",6,6,9,8,11,4,0,"Overland 4, Swim 1, Jump 1/2, Power 2, Intelligence 4, Naturewalk (Grassland, Forest), Threaded","Athl 2d6, Acro 3d6-1, Combat 2d6, Stealth 4d6, Percep 4d6, Focus 3d6",20
414,"Mothim",1,8,100,0,2,"Medium",7,9,5,9,5,7,0,"Overland 3, Swim 3, Sky 6, Jump 1/2, Power 2, Intelligence 4","Athl 2d6, Acro 4d6, Combat 3d6, Stealth 3d6+2, Percep 4d6, Focus 3d6-1",20
415,"Combee",1,8,87.5,12.5,1,"Small",3,3,4,3,4,7,1,"Overland 1, Swim 1, Sky 4, Jump 1/1, Power 1, Intelligence 2, Underdog, Honey Gather","Athl 1d6, Acro 3d6, Combat 1d6, Stealth 3d6, Percep 2d6, Focus 3d6",1
416,"Vespiquen",1,8,0,100,3,"Medium",7,8,10,8,10,4,0,"Overland 3, Swim 3, Sky 5, Jump 1/1, Power 3, Intelligence 4, Pack Mon, Honey Gather","Athl 2d6,+3 Acro 4d6, Combat 3d6+2, Stealth 2d6, Percep 3d6+2, Focus 4d6",20
417,"Pachirisu",4,0,50,50,1,"Small",6,5,7,5,9,10,0,"Overland 5, Swim 3, Jump 1/2, Power 1, Intelligence 4, Zapper, Underdog","Athl 4d6+2, Acro 3d6+3, Combat 2d6+1, Stealth 4d6+4, Percep 2d6+1, Focus 2d6+2",1
418,"Buizel",18,0,50,50,3,"Small",6,7,4,6,3,9,1,"Overland 6, Swim 5, Jump 2/2, Power 2, Intelligence 3, Fountain, Underdog","Athl 2d6, Acro 3d6, Combat 2d6, Stealth 2d6, Percep 2d6, Focus 2d6",1
419,"Floatzel",18,0,50,50,3,"Medium",9,11,6,9,5,12,0,"Overland 7, Swim 6, Jump 3/3, Power 2, Intelligence 4, Fountain","Athl 4d6+1, Acro 5d6, Combat 3d6, Stealth 2d6+2, Percep 3d6+1, Focus 3d6",25
420,"Cherubi",10,0,50,50,1,"Small",5,4,5,6,5,4,1,"Overland 3, Swim 1, Jump 1/1, Power 1, Intelligence 3, Naturewalk (Grassland, Forest), Underdog","Athl 2d6+1, Acro 2d6+1, Combat 1d6, Stealth 3d6+2, Percep 2d6+1, Focus 3d6+2",1
421,"Cherrim",10,0,50,50,1,"Small",7,6,7,9,8,9,0,"Overland 4, Swim 2, Jump 1/1, Power 3, Intelligence 4, Bloom, Naturewalk (Grassland, Forest)","Athl 3d6+1, Acro 3d6+1, Combat 2d6, Stealth 4d6+2, Percep 3d6+1, Focus 5d6+2",25
422,"Shellos",18,0,50,50,1,"Small",8,5,5,6,6,3,1,"Overland 2, Swim 4, Jump 1/0, Power 1, Intelligence 3, Amorphous, Gilled, Wallclimber, Naturewalk (Wetlands), Underdog","Athl 2d6, Acro 1d6, Combat 2d6, Stealth 2d6, Percep 2d6, Focus 2d6",1
423,"Gastrodon",18,11,50,50,3,"Medium",11,8,7,9,8,4,0,"Overland 3, Swim 6, Jump 1/0, Power 3, Intelligence 4, Amorphous, Gilled, Wallclimber, Naturewalk (Wetlands)","Athl 4d6+2, Acro 2d6, Combat 2d6, Stealth 3d6, Percep 3d6, Focus 3d6+2",30
424,"Ambipom",13,0,50,50,2,"Medium",8,10,7,6,7,12,0,"Overland 7, Swim 4, Jump 3/4, Power 4, Intelligence 4","Athl 3d6, Acro 4d6, Combat 3d6+2, Stealth 2d6, Percep 2d6, Focus 2d6",32
425,"Drifloon",9,8,50,50,1,"Small",9,5,3,6,4,7,1,"Overland 1, Swim 1, Sky 4, Jump 2/2, Power 1, Intelligence 3, Darkvision, Dead Silent, Inflatable, Shrinkable, Underdog","Athl 2d6+1, Acro 2d6, Combat 2d6, Stealth 3d6+2, Percep 2d6+1, Focus 2d6+1",1
426,"Drifblim",9,8,50,50,2,"Medium",15,8,4,9,5,8,0,"Overland 1, Swim 1, Sky 6, Jump 3/3, Power 5, Intelligence 4, Darkvision, Dead Silent, Inflatable, Shrinkable","Athl 4d6+2, Acro 2d6+2, Combat 3d6, Stealth 2d6+2, Percep 3d6+1, Focus 4d6+2",25
427,"Buneary",13,0,50,50,1,"Small",6,7,4,4,6,9,1,"Overland 5, Swim 3, Jump 3/2, Power 1, Intelligence 3, Underdog","Athl 2d6, Acro 3d6, Combat 1d6+2, Stealth 2d6, Percep 2d6, Focus 2d6",1
428,"Lopunny",13,0,50,50,3,"Medium",7,8,8,5,10,11,0,"Overland 7, Swim 4, Jump 5/4, Power 2, Intelligence 4","Athl 4d6, Acro 3d6, Combat 3d6+2, Stealth 2d6, Percep 4d6, Focus 3d6",10
429,"Mismagius",9,0,50,50,1,"Small",6,6,6,11,11,11,0,"Overland 1, Swim 3, Jump 1/1, Levitate 4, Power 3, Intelligence 4, Darkvision, Dead Silent, Invisbility, Phasing","Athl 2d6, Acro 2d6, Combat 3d6+2, Stealth 4d6, Percep 2d6+3, Focus 3d6",1
430,"Honchkrow",2,8,50,50,3,"Medium",10,13,5,11,5,7,0,"Overland 4, Swim 2, Sky 8, Jump 2/2, Power 4, Intelligence 4, Darkvision, Guster, Pack Mon","Athl 3d6+2, Acro 3d6+1, Combat 4d6, Stealth 3d6, Percep 4d6+1, Focus 3d6+2",1
431,"Glameow",13,0,25,75,1,"Small",5,6,4,4,4,9,1,"Overland 6, Swim 3, Jump 2/3, Power 1, Intelligence 3, Stealth, Underdog","Athl 1d6, Acro 3d6, Combat 2d6, Stealth 4d6, Percep 2d6, Focus 1d6",1
432,"Purugly",13,0,25,75,3,"Medium",7,8,6,6,6,11,0,"Overland 7, Swim 4, Jump 2/3, Power 2, Intelligence 4, Tracker","Athl 2d6, Acro 2d6, Combat 3d6+2, Stealth 3d6, Percep 4d6, Focus 3d6",35
433,"Chingling",15,0,50,50,1,"Small",5,3,5,7,5,5,1,"Overland 1, Swim 2, Levitate 3, Jump 1/1, Power 1, Intelligence 4, Telepath, Underdog","Athl 2d6+1, Acro 2d6, Combat 1d6, Stealth 2d6, Percep 3d6+1, Focus 3d6+2",1
434,"Stunky",14,2,50,50,2,"Small",6,6,5,4,4,7,1,"Overland 5, Swim 2, Jump 1/1, Power 2, Intelligence 3, Darkvision, Underdog","Athl 2d6+1, Acro 2d6+1, Combat 2d6, Stealth 2d6+2, Percep 2d6, Focus 2d6",1
435,"Skuntank",14,2,50,50,3,"Medium",10,9,7,7,6,8,0,"Overland 6, Swim 3, Jump 1/2, Power 6, Intelligence 4, Darkvision","Athl 4d6+2, Acro 1d6+1, Combat 3d6, Stealth 2d6, Percep 2d6+1, Focus 3d6",35
436,"Bronzor",17,15,0,0,4,"Small",6,2,9,2,9,2,1,"Overland 1, Swim 2, Levitate 4, Jump 1/1, Power 4, Intelligence 5, Dead Silent, Underdog","Athl 2d6+1, Acro 2d6, Combat 2d6, Stealth 3d6+1, Percep 3d6+1, Focus 3d6+2",1
437,"Bronzong",17,15,0,0,5,"Medium",7,9,12,8,12,3,0,"Overland 1, Swim 3, Levitate 4, Jump 1/1, Power 8, Intelligence 6, Dead Silent","Athl 3d6+1, Acro 2d6, Combat 2d6, Stealth 3d6+1, Percep 5d6+1, Focus 5d6+2",30
438,"Bonsly",16,0,50,50,2,"Small",5,8,10,1,5,1,1,"Overland 3, Swim 2, Jump 0/1, Power 1, Intelligence 2, Underdog","Athl 3d6+2, Acro 2d6, Combat 1d6, Stealth 3d6+1, Percep 2d6, Focus 3d6+1",1
439,"Mime Jr.",15,5,50,50,2,"Small",2,3,5,7,9,6,1,"Overland 3, Swim 1, Jump 1/1, Power 2, Intelligence 4, Underdog","Athl 2d6+1, Acro 3d6+1, Combat 1d6, Stealth 2d6+1, Percep 2d6, Focus 3d6+1",1
440,"Happiny",13,0,0,100,2,"Small",10,1,1,2,7,3,2,"Overland 3, Swim 1, Jump 1/1, Power 1, Intelligence 3, Underdog","Athl 1d6+1, Acro 3d6, Combat 1d6, Stealth 3d6, Percep 2d6, Focus 3d6+1",1
441,"Chatot",13,8,50,50,1,"Small",8,7,5,9,4,9,0,"Overland 2, Swim 1, Sky 5, Jump 2/2, Power 2, Intelligence 4, Underdog","Athl 3d6+2, Acro 4d6+2, Combat 2d6, Stealth 3d6+2, Percep 5d6+3, Focus 4d6+3",1
442,"Spiritomb",9,2,50,50,5,"Medium",5,9,11,9,11,4,0,"Overland 2, Swim 3, Levitate 5, Jump 0/0, Power 2, Intelligence 5, Darkvision, Dead Silent, Invisibility, Phasing, Keystone Warp","Athl 1d6+2, Acro 1d6+2, Combat 3d6, Stealth 4d6, Percep 4d6, Focus 5d6+3",1
443,"Gible",3,11,50,50,2,"Small",6,7,5,4,5,4,2,"Overland 4, Swim 2, Burrow 4, Jump 1/1, Power 3, Intelligence 2","Athl 2d6+2, Acro 2d6, Combat 2d6, Stealth 3d6+1, Percep 2d6+1, Focus 2d6",1
444,"Gabite",3,11,50,50,4,"Medium",7,9,7,5,6,8,1,"Overland 6, Swim 3, Burrow 4, Jump 2/2, Power 4, Intelligence 4, Underdog","Athl 3d6+2, Acro 3d6, Combat 3d6, Stealth 3d6+1, Percep 3d6+1, Focus 3d6+2",25
445,"Garchomp",3,11,50,50,4,"Large",11,13,10,8,9,10,0,"Overland 10, Swim 5, Sky 8, Burrow 8, Jump 3/3, Power 6, Intelligence 5, Mountable 1","Athl 5d6+2, Acro 5d6, Combat 5d6, Stealth 3d6+1, Percep 4d6+1, Focus 4d6+2",50
446,"Munchlax",13,0,87.5,12.5,4,"Medium",14,9,4,4,9,1,1,"Overland 3, Swim 2, Jump 2/3, Power 4, Intelligence 3, Tracker, Underdog","Athl 3d6, Acro 2d6, Combat 2d6, Stealth 2d6, Percep 4d6, Focus 3d6",1
447,"Riolu",6,0,87.5,12.5,2,"Small",4,7,4,4,4,6,1,"Overland 6, Jump 1/1, Power 3, Intelligence 3, Underdog","Athl 3d6+2, Acro 2d6+1, Combat 3d6, Stealth 3d6+2, Percep 2d6+2, Focus 3d6+1",1
448,"Lucario",6,17,87.5,12.5,4,"Medium",7,11,7,12,7,9,0,"Overland 8, Swim 2, Jump 2/3, Power 7, Intelligence 5, Aura Reader","Athl 4d6+2, Acro 4d6+1, Combat 5d6, Stealth 2d6+2, Percep 3d6+3, Focus 5d6+1",1
449,"Hippopotas",11,0,50,50,3,"Small",7,7,8,4,4,3,1,"Overland 4, Swim 2, Burrow 2, Jump 0/1, Power 5, Intelligence 3, Tremorsense, Underdog","Athl 3d6+2, Acro 1d6, Combat 2d6, Stealth 2d6+1, Percep 2d6+1, Focus 3d6+1",1
450,"Hippowdon",11,0,50,50,6,"Large",10,11,12,7,7,5,0,"Overland 5, Swim 3, Burrow 3, Jump 0/1, Power 9, Intelligence 4, Groundshaper, Tremorsense","Athl 3d6+2, Acro 1d6, Combat 4d6+1, Stealth 2d6+2, Percep 3d6+1, Focus 4d6+1",30
451,"Skorupi",14,0,50,50,2,"Small",4,5,9,3,6,7,1,"Overland 4, Swim 2, Jump 1/1, Power 2, Intelligence 3, Underdog","Athl 2d6+1, Acro 1d6+1, Combat 2d6+1, Stealth 3d6+1, Percep 2d6, Focus 2d6",1
452,"Drapion",14,2,50,50,4,"Medium",7,9,11,6,8,10,0,"Overland 6, Swim 3, Jump 1/1, Power 7, Intelligence 4, Darkvision","Athl 4d6+2, Acro 1d6+1, Combat 4d6+1, Stealth 2d6, Percep 2d6+1, Focus 3d6",40
453,"Croagunk",14,6,50,50,2,"Small",5,6,4,6,4,5,1,"Overland 5, Swim 5, Jump 2/3, Power 3, Intelligence 3, Underdog","Athl 3d6+2, Acro 3d6, Combat 3d6, Stealth 3d6+1, Percep 2d6, Focus 2d6+1",1
454,"Toxicroak",14,6,50,50,3,"Medium",8,11,7,9,7,9,0,"Overland 6, Swim 6, Jump 3/4, Power 8, Intelligence 4","Athl 4d6+2, Acro 3d6, Combat 4d6+2, Stealth 2d6+1, Percep 3d6, Focus 3d6+2",35
455,"Carnivine",10,0,50,50,3,"Medium",7,10,7,9,7,5,0,"Overland 3, Swim 2, Levitate 5, Jump 1/1, Power 4, Intelligence 4, Naturewalk (Grassland, Forest), Underdog","Athl 3d6+2, Acro 3d6+2, Combat 3d6+2, Stealth 4d6+2, Percep 4d6+2, Focus 4d6+2",1
456,"Finneon",18,0,50,50,1,"Small",5,5,6,5,6,7,1,"Overland 1, Swim 5, Jump 2/4, Power 1, Intelligence 3, Gilled, Underdog","Athl 1d6+2, Acro 3d6, Combat 2d6, Stealth 2d6+2, Percep 2d6, Focus 2d6",1
457,"Lumineon",18,0,25,75,2,"Medium",7,7,8,7,9,9,0,"Overland 3, Swim 7, Jump 2/4, Power 2, Intelligence 4, Gilled","Athl 2d6, Acro 4d6, Combat 2d6, Stealth 3d6, Percep 3d6, Focus 3d6",30
458,"Mantyke",18,8,50,50,4,"Medium",5,2,5,6,12,5,1,"Overland 1, Swim 5, Jump 2/1, Power 2, Intelligence 3, Gilled, Underdog","Athl 2d6, Acro 3d6, Combat 1d6, Stealth 2d6, Percep 2d6+1, Focus 2d6",1
459,"Snover",10,12,50,50,4,"Medium",6,6,5,6,6,4,1,"Overland 4, Swim 2, Jump 1/1, Power 2, Intelligence 3, Chilled, Naturewalk (Tundra), Naturewalk (Grassland, Forest), Underdog","Athl 2d6+1, Acro 2d6, Combat 2d6, Stealth 3d6+1, Percep 2d6, Focus 2d6",1
460,"Abomasnow",10,12,50,50,5,"Large",9,9,8,9,9,6,0,"Overland 5, Swim 3, Jump 1/1, Power 6, Intelligence 4, Chilled, Freezer, Naturewalk (Tundra), Naturewalk (Grassland, Forest)","Athl 4d6+1, Acro 2d6, Combat 4d6, Stealth 2d6+1, Percep 2d6, Focus 3d6",40
461,"Weavile",2,12,50,50,3,"Medium",7,12,7,5,9,13,0,"Overland 8, Swim 4, Jump 2/3, Power 3, Intelligence 4, Darkvision, Naturewalk (Tundra), Stealth","Athl 3d6+2, Acro 5d6+1, Combat 4d6+2, Stealth 5d6+1, Percep 3d6, Focus 3d6+2",30
462,"Magnezone",4,17,0,0,5,"Medium",7,7,12,13,9,6,0,"Overland 3, Swim 5, Levitate 6, Jump 1/1, Power 6, Intelligence 4, Magnetic, Mountable 1","Athl 4d6, Acro 2d6, Combat 3d6+2, Stealth 2d6, Percep 3d6+2, Focus 4d6+3",30
463,"Lickilicky",13,0,50,50,5,"Medium",11,9,10,8,10,5,0,"Overland 6, Swim 4, Jump 3/2, Power 5, Intelligence 4, Reach 2","Athl 4d6, Acro 2d6, Combat 3d6, Stealth 2d6, Percep 2d6, Focus 3d6",33
464,"Rhyperior",11,16,50,50,6,"Large",12,14,13,6,6,4,0,"Overland 5, Swim 2, Jump 1/2, Power 11, Intelligence 4, Groundshaper, Tracker, Mountable 1","Athl 5d6+3, Acro 2d6, Combat 5d6, Stealth 2d6, Percep 3d6+2, Focus 4d6+1",50
465,"Tangrowth",10,0,50,50,5,"Large",10,10,13,11,5,5,0,"Overland 5, Swim 2, Jump 1/1, Power 7, Intelligence 4, Naturewalk (Grassland, Forest), Reach 2","Athl 4d6+2, Acro 2d6, Combat 3d6+1, Stealth 4d6+2, Percep 2d6+1, Focus 4d6+2",38
466,"Electivire",4,0,75,25,5,"Large",8,12,7,10,9,10,0,"Overland 7, Swim 3, Jump 2/3, Power 7, Intelligence 5, Zapper","Athl 5d6+2, Acro 4d6+1, Combat 4d6+2, Stealth 3d6+2, Percep 4d6, Focus 3d6",40
467,"Magmortar",7,0,75,25,4,"Large",8,10,7,13,10,8,0,"Overland 6, Swim 4, Jump 1/2, Power 6, Intelligence 5, Egg Warmer, Firestarter, Glow, Heater","Athl 4d6+3, Acro 3d6, Combat 4d6+2, Stealth 1d6, Percep 4d6, Focus 4d6+2",40
468,"Togekiss",5,8,87.5,12.5,3,"Medium",9,5,10,12,12,8,0,"Overland 3, Swim 3, Sky 8, Jump 2/2, Power 6, Intelligence 4, Aura, Guster","Athl 4d6+2, Acro 3d6, Combat 3d6, Stealth 2d6, Percep 4d6+1, Focus 4d6+3",10
469,"Yanmega",1,8,50,50,4,"Medium",9,8,9,12,6,10,0,"Overland 4, Swim 3, Sky 7, Jump 1/1, Power 5, Intelligence 4, Mountable 1","Athl 4d6, Acro 4d6+2, Combat 3d6+2, Stealth 3d6-2, Percep 4d6+2, Focus 3d6",33
470,"Leafeon",10,0,87.5,12.5,3,"Medium",7,11,13,6,7,10,0,"Overland 7, Swim 4, Jump 1/2, Power 3, Intelligence 4, Naturewalk (Grassland, Forest), Tracker","Athl 4d6+2, Acro 3d6+1, Combat 3d6+2, Stealth 4d6+2, Percep 4d6+2, Focus 3d6+2",1
471,"Glaceon",12,0,87.5,12.5,3,"Medium",7,6,11,13,10,7,0,"Overland 6, Swim 4, Jump 1/2, Power 3, Intelligence 4, Freezer, Naturewalk (Tundra), Tracker","Athl 5d6+2, Acro 3d6+1, Combat 3d6+2, Stealth 3d6+2, Percep 3d6+2, Focus 4d6+2",1
472,"Gliscor",11,8,50,50,3,"Medium",8,10,13,5,8,10,0,"Overland 5, Swim 3, Sky 6, Burrow 4, Jump 2/3, Power 5, Intelligence 4","Athl 3d6+1, Acro 3d6, Combat 4d6, Stealth 4d6+1, Percep 4d6+1, Focus 3d6+1",25
473,"Mamoswine",12,11,50,50,6,"Large",11,13,8,7,6,8,0,"Overland 7, Swim 4, Jump 1/2, Power 10, Intelligence 4, Chilled, Freezer, Naturewalk (Tundra), Mountable 1","Athl 5d6+1, Acro 2d6, Combat 4d6+1, Stealth 2d6, Percep 2d6, Focus 4d6",30
474,"Porygon-Z",13,0,0,0,3,"Small",9,8,7,14,8,9,0,"Overland 2, Swim 1, Levitate 4, Jump 1/1, Power 2, Intelligence 4, Wired, Underdog","Athl 1d6+2, Acro 2d6, Combat 2d6, Stealth 2d6, Percep 3d6, Focus 3d6, Edu: Tech 3d6",25
475,"Gallade",15,6,100,0,4,"Medium",7,13,7,7,12,8,0,"Overland 7, Swim 4, Jump 2/2, Power 7, Intelligence 6, Telekinetic, Telepath","Athl 4d6, Acro 2d6+2, Combat 5d6, Stealth 2d6, Percep 3d6+2, Focus 4d6+3",20
476,"Probopass",16,17,50,50,6,"Medium",6,6,15,8,15,4,0,"Overland 1, Swim 3, Levitate 5, Jump 1/1, Power 11, Intelligence 4, Magnetic","Athl 4d6+2, Acro 1d6, Combat 2d6, Stealth 2d6+1 , Percep 4d6+1, Focus 4d6+1",25
477,"Dusknoir",9,0,50,50,5,"Medium",5,10,14,7,14,5,0,"Overland 4, Swim 3, Levitate 6, Jump 1/2, Power 5, Intelligence 4, Darkvision, Dead Silent, Invisibility, Phasing","Athl 2d6+2, Acro 2d6+2, Combat 4d6, Stealth 3d6+2, Percep 5d6, Focus 4d6+2",45
478,"Froslass",12,9,0,100,3,"Medium",7,8,7,8,7,11,0,"Overland 4, Swim 3, Levitate 6, Jump 1/2, Power 3, Intelligence 4, Chilled, Darkvision, Dead Silent, Freezer, Stealth","Athl 2d6+1, Acro 3d6+1, Combat 3d6, Stealth 4d6+1, Percep 3d6, Focus 3d6+1",1
